Adak	T.	Erkek		Bir dileğin, bir isteğin yerine gelmesi amacıyla kutsal sayılan bir güce adanmış nesne.
Adak	T.	Kız		Bir dileğin, bir isteğin yerine gelmesi amacıyla kutsal sayılan bir güce adanmış nesne.
Adal	T.	Erkek		“Adın yayılsın, ün kazan” anlamında bir ad.
Adal	T.	Kız		“Adın yayılsın, ün kazan” anlamında bir ad.
Adalan	T.	Erkek		Ün kazanan, ünlü, tanınmış.
Adalet	Ar.	Kız	(ada:let)	#1. Hak ve hukuka uygunluk, hakkı gözetme, doğruluk, türe. #2. Herkese kendine uygun düşeni, kendi hakkı olanı verme.
Adalettin	Ar.	Erkek	(ada:lettin)	Dinin adaleti.
Adam	Ar.	Erkek		#1. İnsan. #2. Erkek kişi. #3. İyi yetişmiş, değerli kimse. #4. İyi huylu, güvenilir kimse. #5. Birinin yanında ve işinde bulunan kimse. #6. Birinin sözünü dinleyen, nazını çeken kimse, kayırıcı. #7. Bir alanda derin bilgisi olan veya bir alanı benimseyen. #8. Birinin yararlandığı, kullandığı kimse.
Adamış	T.	Erkek		Adak yapmış olan kimse.
Adanan	T.	Erkek		Önemli ve değerli olan bir kişi, olay vb.nin anısına yapılan.
Adanır	T.	Erkek		Ad alan, ünlenen kimse, şanlı, şöhretli.
Adanır	T.	Kız		Ad alan, ünlenen kimse, şanlı, şöhretli.
Adar	T.	Erkek		#1. Erginlik, olgunluk. #2. Süre, zaman. #3. Arkadaş, taraftar, omuzdaş, yandaş. #4. Mart ayı.
Adar	T.	Kız		#1. Erginlik, olgunluk. #2. Süre, zaman. #3. Arkadaş, taraftar, omuzdaş, yandaş. #4. Mart ayı.
Adarkan	T.	Erkek		Adak yapar“ anlamındaki adar ile kan sözlerinden oluşan ad.
Adasal	T.	Erkek		Ada ile ilgili, adaya özgü, adalı.
Adaş	T.	Erkek		Adları aynı olanlardan her biri.
Aday	T.	Erkek		#1. Bir görev, bir iş için kendini ileri süren veya başkaları tarafından ileri sürülen kimse.#2. Bir iş için yetiştirilmekte, eğitilmekte olan kimse, namzet.
Âdem	Ar.	Erkek	(a:dem)	#1. Dinî inançlara göre ilk yaratılan insan ve ilk peygamber. #2. İnsan, insanoğlu. #3. İnsanda bulunması gereken olumlu özelliklere sahip olan kimse.
Adeviye	Ar.	Kız		İyilikseverlik, yardımseverlik.
Adıbelli	T.	Erkek		#1. Herkesçe bilinen, tanınan kimse. #2. Soyu temiz, tanınmış soydan gelen.
Adıbelli	T.	Kız		#1. Herkesçe bilinen, tanınan kimse. #2. Soyu temiz, tanınmış soydan gelen.
Adıgün	T.	Erkek		Adı güneş gibi olan.
Adıgüzel	T.	Erkek		Adı güzel olan.
Adıgüzel	T.	Kız		Adı güzel olan.
Adın	T.	Erkek		#1. Yabancı. #2. Başka, başkaca.
Adısanlı	T.	Erkek		Ünlü, tanınmış kişi.
Adısönmez		Erkek		Adı her zaman duracak olan.
Adışah	T.+Far.	Kız		Adı şah olan.
Adıvar	T.	Erkek		Adı var, adı var olan.
Adıyahşi	T.	Erkek		Adı güzel.
Adıyaman	T.	Erkek		Güçlü, becerikli, beğenilen kişi.
Adil	Ar.	Erkek	(a:dil)	#1. Doğruluktan ayrılmayan kimse. #2. Adaletli. #3. Hakka uygun, haklı.
Adile	Ar.	Kız	(a:dile)	#1. Doğruluktan ayrılmayan kimse. #2. Adaletli. #3. Hakka uygun, haklı.
Adilhan	Ar.	Erkek	(a:dilhan)	Adaletli hükümdar.
Adlan	T.	Erkek		“Adınla ün kazan, şöhret sahibi ol” anlamında bir ad.
Adlı	T.	Erkek		Ünlü, tanınmış kişi.
Adlığ	T.	Erkek		Ünlü, tanınmış kişi.
Adli	Ar.	Erkek	(adli:)	Adaletli.
Adnan	Ar.	Erkek		Bir yere yerleşip ikamet eden, mukim.
Adni	Ar.	Erkek	(adni:)	Cennete gitmeye hak kazanmış, cennetlik kişi.
Adniye	Ar.	Kız		Cennete gitmeye hak kazanmış, cennetlik bayan.
Adsız	T.	Erkek		Ünsüz, tanınmamış, adı duyulmamış kimse.
Adsoy	T.	Erkek		Ad ve soy sözlerinden oluşmuş bir ad.
Adviye	Ar.	Kız		bk. Adeviye.
Afacan	T.	Erkek		Zeki ve yaramaz çocuk.
Afak	Ar.	Erkek	(a:fa:k)	#1. Yer ile göğün birleşmiş gibi göründüğü yer. #2. Ufuklar.
Afak	Ar.	Kız	(a:fa:k)	#1. Yer ile göğün birleşmiş gibi göründüğü yer. #2. Ufuklar.
Afer	Ar.	Erkek	(a:fer)	Çok beyaz, bembeyaz.
Afet	Ar.	Kız	(a:fet)	#1. Güzelliği ile insanı şaşkına çeviren, aklını başından alan kadın. #2. Bela, felaket.
Affan	Ar.	Erkek		İradesiyle kötü şeylerden kaçınan kimse.
Affan	Ar.	Kız		İradesiyle kötü şeylerden kaçınan kimse.
Afi	Ar.	Kız	(a:fi:)	#1. Silen. #2. Silinmiş. #3. Affeden, bağışlayan. #4. Affedilmiş, bağışlanmış. #5. Yalvaran.
Afif	Ar.	Erkek		Namuslu, iffetli, temiz, dürüst.
Afife	Ar.	Kız	(afi:fe)	Namuslu, iffetli, temiz, dürüst.
Afitap	Far.	Kız	a:fitap)	Güzel yüz.
Afiye	Ar.	Kız		bk. Afi.
Afiyet	Ar.	Kız	(a:fiyet)	Sağlıklı, sıhhatli olma, hastalıktan uzak olma durumu.
Afra	Ar.	Kız		#1. Ayak değmemiş ak toprak.#2. Pembeye çalar beyazrenk.
Afşar	T.	Erkek		#1. Oğuz Türklerinin 24 boyundan biri. #2. Çabuk iş gören, çevik, atılgan. #3. Uyumlu, yumuşak başlı. #4. Bir şeyin zıddı, aksi.
Afşin	T.	Erkek		#1. Zırh #2. Silah.
Agâh	Far.	Erkek	(a:ga:h)	Bilen, bilgili, haberli, uyanık.
Agil	Far.	Erkek	(a:gil)	Göz ucuyla bakış.
Aguş	Far.	Kız	(a:gu:ş)	Kucak.
Ağa	T.	Erkek		#1. Kırlık kesimde geniş toprakları olan, sözü geçen, varlıklı kimse. #2. Halk arasında sayılan ve sözü geçen erkeklere verilen san. #3. Ağabey, büyük kardeş. #4. Yardım eden, cömert kimse. #5. Okuryazar olmayan yaşlıca kişilerin adlarıyla birlikte kullanılan san. #6. Osmanlı İmparatorluğu´nda bazı kuruluşları başında bulunanlara verilen resmî san.
Ağabay	T.	Erkek		Zengin kimse.
Ağacan	T+Far.	Erkek		Yakın dost.
Ağahan	T.	Erkek		Hükümdar gibi yüce olan kimse.
Ağahanım	T.	Kız		Zengin hanım, malı mülkü bol olan hanım.
Ağahatun	T.	Kız		Zengin hanım, varlıklı hanım.
Ağakan	T.	Erkek		bk. Ağahan
Ağakatun	T.	Kız		bk. Ağahatun.
Ağan	T.	Kız		#1. Yerin hava yuvarına girince, sürtünmeden dolayı akkor duruma gelen ve ardından bir ışık çizgisi bırakarak geçen gök cismi, akan yıldız, ağma. #2. Göğe doğru yükselen, yukarı çıkan. #3. Akan yıldız, kayan yıldız.
Ağan	T.	Erkek		#1. Yerin hava yuvarına girince, sürtünmeden dolayı akkor duruma gelen ve ardından bir ışık çizgisi bırakarak geçen gök cismi, akan yıldız, ağma. #2. Göğe doğru yükselen, yukarı çıkan.#3. Akan yıldız, kayan yıldız.
Ağanbegim	T.	Kız		bk. Ağanbegüm.
Ağanbegüm	T.	Kız		Göğe doğru yükselen, yüce hanımefendi.
Ağanbike	T.	Kız		bk. Ağanbüke.
Ağanbüke	T.	Kız		Göğe doğru yükselen hanım, göğe doğru yükselen güzel.
Ağaner	T.	Erkek		Göğe doğru yükselen, değerli erkek.
Ağaoğlu	T.	Erkek		Ağanın oğlu.
Ağar	T.	Erkek		#1. Ağır, yavaş. #2. Sadık, doğru sözlü.#3. Yükselir, yücelir.
Ağarantan	T.	Erkek		Ağaran, ağarmaya başlayan tan vakti.
Ağaverdi	T.	Erkek		“Ağa verdi, ağa bağışladı“ anlamında kullanılan bir ad.
Ağbacı	T.	Kız		Akça, pakça bacı.
Ağbegim	T.	Kız		bk. Ağbegüm.
Ağbegüm	T.	Kız		Akça, pakça hanımefendi.
Ağbet	T.	Kız		#1. Akça pakça yüz. #2. Akça pakça yüzlü.
Ağbilek	T.	Kız		Akça pakça bilekli, beyaz bilekli.
Ağca	T.	Erkek		#1. Ak renkte, beyaz, oldukça beyaz. #2. Temiz, lekesiz. #3. Alaca. #4. Pamuk ipliğinden dokunmuş çul.
Ağca	T.	Kız		#1. Ak renkte, beyaz, oldukça beyaz. #2. Temiz, lekesiz. #3. Alaca. #4. Pamuk ipliğinden dokunmuş çul.
Ağcabey	T.	Erkek		Temiz, namuslu, eline ayağına düzgün bey.
Ağça	T.	Kız		bk. Ağca.
Ağçelik	T.	Erkek		Beyaz çelik.
Ağer	T.	Erkek		Temiz, doğru kimse.
Ağgül	T.+Far.	Kız		Beyaz gül, ak gül.
Ağın	T.	Erkek		#1. Yükseliş, yüceliş. #2. İhtiyar, yaşlı. #3. Daha fazla. #4. Aşk, sevda.
Ağırtaş	T.	Erkek		Ağırbaşlı, olgun kişi.
Ağış	T.	Erkek		Yükseliş, yükselme.
Ağış	T.	Kız		Yükseliş, yükselme.
Ağkız	T.	Kız		#1. Akça pakça kız. #2. Temiz, iffetli kız.
Ağnak	T.	Erkek		Coşkulu, sevinçli.
Ağyar	Ar.	Erkek	(ağya:r)	Başkaları, yabancılar, eller.
Ahen	Far.	Erkek	(a:hen)	Demir.
Ahenk	Far.	Kız	(a:henk)	#1. Uyum. #2. Uyuşma, anlaşma.#3. Çalgılı eğlence
Ahfeş	Ar.	Erkek		Gündüzleri zayıf, geceleri iyi görebilen kimse.
Ahıska	T.	Erkek		Gürcistan topraklarında bir kale.
Ahi	Ar.	Erkek	(ahi:)	#1. Arkadaş, dost. #2. Erkek kardeş. #3. Ahilik ocağından olan kimse. #4. Cömert, eliaçık.
Ahmet	Ar.	Erkek		Övülmeye layık, övülmüş.
Ahsen	Ar.	Erkek		Çok güzel, en güzel.
Ahsen	Ar.	Kız		Çok güzel, en güzel.
Ahter	Far.	Erkek		#1. Yıldız. #2. Talih, şans, uğur.
Ahter	Far.	Kız		#1. Yıldız. #2. Talih, şans, uğur.
Ahu	Far.	Kız	(a:hu:)	#1. Ceylan, karaca. #2. Güzel, ince, zarif kadın. #3. Parlak, güzel bakışlı. #4. Güzellerin gözü.
Aişe	Ar.	Kız	(a:işe)	Rahat yaşam süren, bolluk içinde yaşayan.
Ajda	Far.	Kız		#1. Filiz, sürgün. #2. Çentik çentik olan şey.
Ajlan	Ar.	Erkek		bk. Aclan.
Ak	T.	Kız		#1. Kar, süt gibi şeylerin rengi, beyaz. #2. Temiz, namuslu. #3. Sıkıntısız, rahat.
Aka	T.	Erkek		#1. Büyük kardeş, ağabey. #2. Baba. #3. Saygıdeğer kişi. #4. Kabadayı. #5. Akan dam.
Akabay	T.	Erkek		Saygıdeğer varlıklı kişi.
Akabey	T.	Erkek		Saygıdeğer, varlıklı bey.
Akad	T.	Erkek		Doğruluğuyla, dürüstlüğüyle tanınmış kimse.
Akadlı	T.	Erkek		Doğruluğuyla ve dürüstlüğüyle ünlü kimse.
Akağan	T.	Erkek		Dürüstlüğüyle yükselen, yukarı çıkan kimse.
Akal	T.	Erkek		#1. Akmak ve almak fillerinin emir biçimlerinin yan yana gelmesiyle oluşmuş bir ad.#2. Beyaz anlamındaki ak ile kırmızı anlamındaki al sözlerinden oluşmuş bir ad.
Akalan	T.	Erkek		Dürüstlüğüyle ünlenen kimse.
Akalın	T.	Kız		Dürüst, temiz, namuslu kadın.
Akalın	T.	Erkek		Dürüst, temiz, namuslu kişi.
Akalp	T.	Erkek		Doğruluğu ve dürüstlüğüyle tanınan kimse.
Akaltan	T.	Erkek		Dürüst, güvenilir sultan, padişah.
Akan	T.	Erkek		#1. Bir yerden bir yere doğru akan, giden. #2. Çeşme, pınar.
Akanay	T.	Kız		Bir yerden bir yere doğru giden güzel kadın.
Akanay	T.	Erkek		Bir yerden bir yere doğru giden kimse.
Akaner	T.	Erkek		Bir yerden bir yere giden kimse.
Akansu	T.	Erkek		Bir yerden bir yere doğru akan, giden su.
Akant	T.	Erkek		Dürüst, güvenilir yemin.
Akanyıldız	T.	Erkek		Güneş sistemi içinde hareket ederken dünya atmosferinin üst katmanlarına girip sürtünme sonucu ateş külçesi durumuna dönüşen küçük nesne.
Akarca	T.	Erkek		#1. Küçük akarsu. #2. Kaplıca. #3. Sürekli işleyen çıban. #4. Kemik veremi.
Akarçay	T.	Erkek		Akan çay, dere.
Akarsel	T.+Ar.	Erkek		Akan sel.
Akarsu	T.	Erkek		#1. Yeryüzünde, yer altında belirli bir yatak içinde, eğim boyunca sürekli veya zaman zaman akan su.#2. Tek sıra elmastan gerdanlık.
Akarsu	T.	Kız		#1. Yeryüzünde, yer altında belirli bir yatak içinde, eğim boyunca sürekli veya zaman zaman akan su.#2. Tek sıra elmastan gerdanlık.
Akartuna	T.	Erkek		Tuna nehri gibi akan.
Akartürk	T.	Erkek		Akan, ileriye hareket eden Türk.
Akasma	T.	Erkek		Düğün çiçeğigillerden, beyaz çiçek veren, bahçelerde süs çiçeği olarak yetiştirilen sarmaşık özelliği gösteren bir bitki.
Akasoy	T.	Erkek		Sevilen, sayılan soydan gelen.
Akata	T.	Erkek		Temiz, dürüst ataların soyundan gelen kişi.
Akatay	T.	Erkek		Temiz, doğru kimse.
Akay	T.	Erkek		Parıltılı ay, ışıklı ay.
Akay	T.	Kız		Parıltılı ay, ışıklı ay.
Akaydın	T.	Erkek		Temiz ve aydınlık.
Akbacı	T.	Kız		Temiz ve namuslu bacı.
Akbal	T.	Erkek		Ak bal, beyaz bal, oğul balı.
Akbal	T.	Kız		Ak bal, beyaz bal, oğul balı.
Akbaran	T.+Far.	Erkek		Yağmur.
Akbaş	T.	Erkek		#1. Yazın kutup bölgelerinde yaşayan, kışın ılık kıyılara göçen, kısa ve ince gagalı, siyah bacaklı bir tür yabani kuş #2. Karnabahar. #3. Tane tutmamış ekin başağı.#4. Bir çeşit beyaz buğday. #5. Ekine tane tutturmayan bir bitki hastalığı.
Akbaşak	T.	Erkek		Sonbaharda ekilen, kabuğu beyaz, yumuşak, kışa dayanıklı bir çeşit buğday.
Akbaşak	T.	Kız		Sonbaharda ekilen, kabuğu beyaz, yumuşak, kışa dayanıklı bir çeşit buğday.
Akbatu	T.	Erkek		Yiğit erkek.
Akbatur	T.	Erkek		Yürekli, yiğit erkek.
Akbay	T.	Erkek		Dürüst zengin.
Akbayar	T.	Erkek		Dürüst ve namuslu saygın kimse.
Akbek	T.	Erkek		#1. Dürüst, namuslu bey. #2. Dürüst ve namuslu olan saygın, zengin kişi.
Akbel	T.	Erkek		Suyu dürüst olan kimse.
Akbet	T.	Erkek		Namuslu, şerefli, doğru kimse.
Akbey	T.	Erkek		Dürüst, doğru kimse.
Akbil	T.	Erkek		bk. Akbel.
Akbilge		Erkek		Namuslu, dürüst, bilgili, iyi ahlaklı, olgun ve örnek kimse.
Akboğa	T.	Erkek		Temiz, dürüst ve yiğit kimse.
Akbora	T.	Erkek		Genellikle arkasından yağmur getiren sert ve şiddetli fırtına gibi olan temiz ve dürüst kimse.
Akboy	T.	Erkek		Temiz soydan gelen kimse
Akbörü	T.	Erkek		Beyaz kurt.
Akbudun	T.	Erkek		Temiz, tanınmış soydan gelen kimse.
Akbuğ	T.	Erkek		Buğu, buhar gibi temiz olan kimse.
Akbulut	T.	Erkek		#1. Bulutlu havalardaki bunaltıcı sıcaklık. #2. Pamuk bulutları.
Akburak	T.+Ar.	Erkek		Hz. Muhammed'in Miraç Gecesi'ndeki temiz biniti.
Akburç	T.+Ar.	Erkek		Güvenilir kale gibi olan kimse.
Akburçak	T.	Erkek		Baklagillerden, burçağa yakın bir bitki cinsi
Akcan	T.+Far.	Kız		Özü temiz, dürüst kimse.
Akcan	T.+Far.	Erkek		Özü temiz, dürüst kimse.
Akcebe	T.+Moğ.	Erkek		Beyaz zırh.
Akcivan	T.+Far.	Erkek		Dürüst ve namuslu genç delikanlı.
Akça	T.	Erkek		#1. Ak renkte, beyaz, oldukça beyaz. #2. Temiz, lekesiz. #3. Alaca. #4. Para.
Akça	T.	Kız		#1. Ak renkte, beyaz, oldukça beyaz. #2. Temiz, lekesiz. #3. Alaca. #4. Para.
Akçabay	T.	Erkek		Temiz ve dürüst kimse.
Akçael	T.	Erkek		Dürüst ve namuslu kimse.
Akçagül	T.+Far.	Kız		Beyazımsı gül gibi olan kadın.
